timestamp,ambient_air_temperature_body,cabin_temperature,cabin_humidity_pct,hvac_blower_speed,ac_compressor_load_pct,window_open_pct,sunroof_position_pct,fuel_level_pct,distance_since_codes_cleared,distance_with_mil_lit,odometer_reading
2024-07-05T07:22:10+0000,34.6,34.6,55.9,85.0,15.0,16.0,2.0,80.0,0.0,0.0,42000.0
2024-07-05T07:22:11+0000,34.6,34.1,56.4,85.0,15.0,16.0,2.0,80.0,0.0,0.0,42000.0
2024-07-05T07:22:12+0000,34.6,33.7,56.7,85.0,15.0,16.0,2.0,80.0,0.0,0.0,42000.0
2024-07-05T07:22:13+0000,34.6,33.3,57.1,85.0,15.0,16.0,2.0,80.0,0.0,0.0,42000.0
2024-07-05T07:22:14+0000,34.6,32.9,57.4,85.0,15.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:15+0000,34.6,32.6,57.7,85.0,15.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:16+0000,34.6,32.2,57.9,85.0,17.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:17+0000,34.6,31.9,58.3,85.0,18.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:18+0000,34.6,31.6,58.5,85.0,20.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:19+0000,34.6,31.2,58.7,85.0,22.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:20+0000,34.6,30.9,59.0,85.0,23.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:21+0000,34.6,30.6,59.2,85.0,25.0,16.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:22+0000,34.6,30.3,59.4,85.0,26.0,15.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:23+0000,34.6,30.0,59.5,85.0,28.0,6.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:24+0000,34.6,29.8,59.7,85.0,29.0,6.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:25+0000,34.6,29.5,59.9,85.0,30.0,6.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:26+0000,34.6,29.3,60.1,85.0,32.0,6.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:27+0000,34.6,29.0,60.3,85.0,33.0,6.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:28+0000,34.6,28.8,60.6,85.0,34.0,15.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:29+0000,34.6,28.6,60.8,85.0,35.0,15.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:30+0000,34.6,28.3,60.9,85.0,36.0,15.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:31+0000,34.6,28.1,61.1,85.0,37.0,15.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:32+0000,34.6,27.9,61.2,85.0,38.0,15.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:33+0000,34.6,27.7,61.4,85.0,39.0,5.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:34+0000,34.6,27.5,61.5,85.0,40.0,5.0,2.0,80.0,5692.0,0.0,42000.0
2024-07-05T07:22:35+0000,34.6,27.4,61.6,85.0,41.0,5.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:36+0000,34.6,27.2,61.7,85.0,42.0,5.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:37+0000,34.6,27.0,61.7,85.0,43.0,5.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:38+0000,34.6,26.9,61.9,85.0,43.0,15.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:39+0000,34.6,26.7,62.1,85.0,44.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:40+0000,34.6,26.6,62.2,85.0,45.0,15.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:41+0000,34.6,26.4,62.3,85.0,45.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:42+0000,34.6,26.3,62.4,85.0,46.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:43+0000,34.6,26.1,62.6,85.0,47.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:44+0000,34.6,26.0,62.8,85.0,48.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:45+0000,34.6,25.9,62.8,85.0,48.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:46+0000,34.6,25.8,62.8,85.0,49.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:47+0000,34.6,25.6,62.9,85.0,49.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:48+0000,34.6,25.5,63.1,85.0,50.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:49+0000,34.6,25.4,63.1,85.0,50.0,4.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:50+0000,34.6,25.3,63.2,85.0,51.0,14.0,2.0,79.99,5692.0,0.0,42000.0
2024-07-05T07:22:51+0000,34.6,25.2,63.2,85.0,51.0,14.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:52+0000,34.6,25.1,63.3,85.0,52.0,14.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:53+0000,34.6,25.0,63.3,85.0,52.0,4.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:54+0000,34.6,24.9,63.4,85.0,53.0,4.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:55+0000,34.6,24.8,63.4,83.0,53.0,4.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:56+0000,34.6,24.7,63.4,81.0,54.0,4.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:57+0000,34.6,24.7,63.4,79.0,54.0,4.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:58+0000,34.6,24.6,63.6,77.0,54.0,14.0,2.0,79.99,5692.0,0.0,42000.1
2024-07-05T07:22:59+0000,34.6,24.5,63.6,75.0,55.0,14.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:00+0000,34.6,24.4,63.8,73.0,55.0,14.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:01+0000,34.6,24.4,63.8,72.0,56.0,4.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:02+0000,34.6,24.3,63.7,70.0,56.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:03+0000,34.6,24.2,63.7,68.0,56.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:04+0000,34.6,24.2,63.7,67.0,57.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:05+0000,34.6,24.1,63.7,65.0,57.0,5.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:06+0000,34.6,24.1,63.8,64.0,57.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:07+0000,34.6,24.0,63.9,62.0,58.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:08+0000,34.6,23.9,63.8,61.0,58.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:09+0000,34.6,23.9,63.8,60.0,58.0,5.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:10+0000,34.7,23.8,63.9,58.0,59.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:11+0000,34.7,23.8,63.9,57.0,59.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:12+0000,34.7,23.7,64.0,56.0,59.0,15.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:13+0000,34.7,23.7,64.1,55.0,59.0,5.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:14+0000,34.7,23.7,64.1,54.0,59.0,5.0,2.0,79.98,5692.0,0.0,42000.1
2024-07-05T07:23:15+0000,34.7,23.6,64.2,53.0,60.0,4.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:16+0000,34.6,23.6,64.3,52.0,60.0,5.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:17+0000,34.7,23.6,64.4,51.0,60.0,5.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:18+0000,34.7,23.5,64.3,50.0,60.0,15.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:19+0000,34.7,23.5,64.2,50.0,61.0,15.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:20+0000,34.7,23.5,64.1,49.0,61.0,15.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:21+0000,34.7,23.4,64.2,48.0,61.0,5.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:22+0000,34.7,23.4,64.1,47.0,61.0,5.0,2.0,79.97,5692.0,0.0,42000.1
2024-07-05T07:23:23+0000,34.7,23.4,64.2,47.0,61.0,5.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:24+0000,34.7,23.3,64.2,46.0,61.0,5.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:25+0000,34.7,23.3,64.2,45.0,61.0,5.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:26+0000,34.7,23.3,64.2,44.0,62.0,15.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:27+0000,34.7,23.2,64.3,44.0,62.0,15.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:28+0000,34.7,23.2,64.3,43.0,62.0,5.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:29+0000,34.7,23.2,64.3,42.0,62.0,5.0,2.0,79.97,5692.0,0.0,42000.2
2024-07-05T07:23:30+0000,34.7,23.2,64.2,42.0,62.0,5.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:31+0000,34.7,23.1,64.2,41.0,62.0,5.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:32+0000,34.7,23.1,64.2,41.0,62.0,5.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:33+0000,34.7,23.1,64.2,40.0,62.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:34+0000,34.7,23.1,64.2,40.0,63.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:35+0000,34.7,23.1,64.1,39.0,63.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:36+0000,34.7,23.0,64.2,39.0,63.0,5.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:37+0000,34.7,23.0,64.2,38.0,63.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:38+0000,34.7,23.0,64.3,37.0,63.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:39+0000,34.7,23.0,64.2,37.0,63.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:40+0000,34.7,23.0,64.2,37.0,63.0,5.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:41+0000,34.8,22.9,64.3,36.0,63.0,15.0,2.0,79.96,5692.0,0.0,42000.2
2024-07-05T07:23:42+0000,34.8,22.9,64.3,36.0,64.0,15.0,2.0,79.95,5692.0,0.0,42000.2
